Estratégia de Vacinação contra HPV - 2015
Coberturas vacinais - HPV Quadrivalente D2 - CSV - Sexo feminino de 9 a 12 anos de idade
UF;REGIONAL;NOM_MUN;09A-POP;09A-DOS;09A-COB;10A-POP;10A-DOS;10A-COB;11A-POP;11A-DOS;11A-COB;12A-POP;12A-DOS;12A-COB;TOT-POP-09-12;TOT-DOS-09-12;TOT-COB-09-12
PE;DECIMA PRI GERES SERRA TALHADA;260570 - FLORESTA;151;68;45,03;308;137;44,48;314;194;61,78;160;88;55,00;933;487;52,20;
PE;DECIMA PRI GERES SERRA TALHADA;260740 - ITACURUBA;23;12;52,17;46;34;73,91;46;27;58,70;23;8;34,78;138;81;58,70;
PE;DECIMA PRI GERES SERRA TALHADA;261390 - SERRA TALHADA;355;201;56,62;730;514;70,41;753;580;77,03;385;232;60,18;2223;1527;68,68;
PE;DECIMA PRI GERES SERRA TALHADA;260392 - CARNAUBEIRA DA PENHA;74;79;106,04;149;93;62,42;150;84;56,00;74;102;136,91;448;358;79,91;
PE;DECIMA PRI GERES SERRA TALHADA;261350 - SAO JOSE DO BELMONTE;159;43;26,96;330;99;30,00;343;189;55,10;175;132;75,43;1007;463;45,96;
PE;DECIMA PRI GERES SERRA TALHADA;261247 - SANTA CRUZ DA BAIXA VERDE;53;37;69,81;109;70;64,22;113;93;82,30;58;32;55,17;333;232;69,67;
PE;DECIMA PRI GERES SERRA TALHADA;;1068;659;61,70;2184;1219;55,82;2237;1443;64,51;1136;769;67,69;6625;4090;61,74;
PE;;;39303;19959;50,78;80892;37171;45,95;83392;47173;56,57;42469;27152;63,93;246056;131455;53,42;
PI;PICOS;220800 - PICOS;305;118;38,63;632;272;43,04;656;389;59,30;337;163;48,30;1931;942;48,78;
PI;PICOS;220520 - JAICOS;92;26;28,11;189;26;13,76;195;53;27,18;98;12;12,24;574;117;20,37;
PI;PICOS;220180 - BOCAINA;16;1;6,06;36;1;2,78;41;3;7,32;22;2;9,09;115;7;6,06;
PI;PICOS;220755 - PAQUETA;19;3;15,79;42;5;11,90;47;17;36,17;24;3;12,24;132;28;21,13;
PI;PICOS;220435 - GEMINIANO;23;0;0,00;48;1;2,08;51;2;3,92;26;2;7,69;148;5;3,38;
PI;PICOS;221093 - SUSSUAPARA;27;12;44,44;54;27;50,00;55;34;61,82;27;9;32,73;163;82;50,15;
PI;PICOS;220500 - ITAINOPOLIS;46;13;28,26;97;51;52,58;102;41;40,20;52;21;40,00;297;126;42,35;
PI;PICOS;221150 - VERA MENDES;14;3;21,43;30;15;50,00;33;15;45,45;17;12;70,59;94;45;47,87;
PI;PICOS;221170 - WALL FERRAZ;23;13;55,32;45;17;37,78;43;22;51,16;20;12;58,54;132;64;48,48;
PI;PICOS;220420 - FRANCISCO SANTOS;37;1;2,70;80;1;1,25;86;0;0,00;45;1;2,22;248;3;1,21;
PI;PICOS;220605 - MASSAPE DO PIAUI;32;10;30,77;66;22;33,33;67;29;43,28;33;7;20,90;199;68;34,17;
PI;PICOS;220935 - SANTANA DO PIAUI;20;0;0,00;43;10;23,26;44;11;25,00;22;6;26,67;130;27;20,77;
PI;PICOS;220095 - AROEIRAS DO ITAIM;8;5;58,82;19;4;21,05;22;6;27,27;12;0;0,00;61;15;24,39;
PI;PICOS;220480 - IPIRANGA DO PIAUI;44;9;20,45;91;36;39,56;95;35;36,84;48;34;70,10;278;114;40,93;
PI;PICOS;221020 - SAO JOSE DO PIAUI;30;11;36,07;62;17;27,42;61;21;34,43;30;9;29,51;184;58;31,52;
PI;PICOS;221037 - SAO LUIS DO PIAUI;13;11;81,48;28;10;35,71;29;14;48,28;14;0;0,00;85;35;41,18;
PI;PICOS;220340 - DOM EXPEDITO LOPES;28;22;78,57;59;50;84,75;63;49;77,78;33;20;60,61;183;141;77,05;
PI;PICOS;220650 - MONSENHOR HIPOLITO;32;10;30,77;64;36;56,25;64;47;73,44;32;7;21,88;192;100;51,95;
PI;PICOS;220910 - SANTA CRUZ DO PIAUI;27;2;7,27;57;10;17,54;59;9;15,25;30;1;3,33;173;22;12,68;
PI;PICOS;220213 - CAMPO GRANDE DO PIAUI;28;9;32,14;57;23;40,35;57;32;56,14;29;6;20,69;171;70;40,94;
PI;PICOS;220985 - SAO JOAO DA CANABRAVA;22;2;9,09;46;8;17,39;48;2;4,17;25;0;0,00;141;12;8,51;
PI;PICOS;220940 - SANTO ANTONIO DE LISBOA;27;15;54,55;57;17;29,82;58;19;32,76;29;5;16,95;172;56;32,56;
PI;PICOS;;919;296;32,21;1902;659;34,65;1976;850;43,02;1010;332;32,86;5807;2137;36,80;
PI;BARRAS;220850 - PORTO;71;24;33,57;152;38;25,00;163;48;29,45;84;23;27,38;470;133;28,27;
PI;BARRAS;220120 - BARRAS;226;72;31,86;451;165;36,59;447;150;33,56;222;81;36,40;1346;468;34,76;
PI;BARRAS;220150 - BATALHA;131;48;36,50;271;122;45,02;279;130;46,59;142;83;58,45;823;383;46,51;
PI;BARRAS;220585 - MADEIRO;41;5;12,20;82;12;14,63;82;20;24,39;41;7;17,07;246;44;17,89;
PI;BARRAS;220177 - BOA HORA;33;11;32,84;67;33;49,25;66;39;59,09;33;20;60,61;199;103;51,63;
PI;BARRAS;220580 - LUZILANDIA;112;9;8,04;227;12;5,29;231;8;3,46;117;11;9,36;687;40;5,82;
PI;BARRAS;220370 - ESPERANTINA;177;57;32,20;364;115;31,59;377;133;35,28;192;60;31,25;1110;365;32,88;
PI;BARRAS;220545 - JOCA MARQUES;23;3;12,77;46;3;6,52;45;9;20,00;22;11;48,89;137;26;18,98;
PI;BARRAS;220540 - JOAQUIM PIRES;74;38;51,35;146;63;43,15;143;110;76,92;70;28;39,72;433;239;55,13;
PI;BARRAS;220610 - MATIAS OLIMPIO;54;22;40,37;111;116;104,50;113;27;23,89;57;16;28,07;335;181;53,95;
PI;BARRAS;220205 - CABECEIRAS DO PIAUI;44;12;26,97;90;58;64,44;90;97;107,78;46;15;32,61;270;182;67,28;
PI;BARRAS;220997 - SAO JOAO DO ARRAIAL;38;15;38,96;76;46;60,53;75;51;68,00;37;17;45,33;227;129;56,83;
PI;BARRAS;220217 - CAMPO LARGO DO PIAUI;39;15;38,46;76;37;48,68;74;56;75,68;36;13;35,62;225;121;53,66;
PI;BARRAS;220667 - MORRO DO CHAPEU DO PIAUI;36;17;47,22;73;48;65,75;75;58;77,33;37;8;21,33;221;131;59,14;
PI;BARRAS;220680 - NOSSA SENHORA DOS REMEDIOS;46;17;36,96;93;31;33,33;95;33;34,74;48;21;43,75;282;102;36,17;
PI;BARRAS;;1148;365;31,78;2325;899;38,67;2355;969;41,15;1187;414;34,86;7016;2647;37,73;
PI;OEIRAS;220700 - OEIRAS;173;99;57,23;357;213;59,66;369;237;64,23;187;79;42,13;1086;628;57,80;
PI;OEIRAS;220490 - ISAIAS COELHO;42;11;26,19;91;25;27,47;98;27;27,55;51;10;19,42;282;73;25,84;
PI;OEIRAS;221097 - TANQUE DO PIAUI;12;9;72,00;26;11;42,31;28;13;46,43;14;8;55,17;81;41;50,62;
PI;OEIRAS;220277 - COLONIA DO PIAUI;36;18;49,32;76;24;31,58;80;34;42,50;41;9;21,95;233;85;36,40;
PI;OEIRAS;220210 - CAMPINAS DO PIAUI;25;9;36,00;52;16;30,77;55;24;43,64;28;8;28,57;160;57;35,63;
PI;OEIRAS;220385 - FLORESTA DO PIAUI;9;0;0;20;0;0;21;0;0;10;0;0;61;0;0;
PI;OEIRAS;221010 - SAO JOSE DO PEIXE;18;5;27,03;39;21;53,85;41;15;36,59;21;16;76,19;119;57;47,70;
PI;OEIRAS;220207 - CAJAZEIRAS DO PIAUI;17;0;0,00;34;0;0,00;35;0;0,00;17;0;0,00;103;0;0,00;
PI;OEIRAS;220937 - SANTA ROSA DO PIAUI;24;15;61,22;51;27;52,94;53;47;88,68;27;2;7,41;155;91;58,52;
PI;OEIRAS;220995 - SAO JOAO DA VARJOTA;23;20;86,96;47;23;48,94;48;32;66,67;24;7;28,57;142;82;57,54;
PI;OEIRAS;220950 - SANTO INACIO DO PIAUI;16;3;18,18;33;7;21,21;32;15;46,88;15;4;25,81;97;29;29,90;
PI;OEIRAS;221039 - SAO MIGUEL DO FIDALGO;17;9;52,94;35;7;20,00;36;16;44,44;18;2;11,11;106;34;32,08;
PI;OEIRAS;;415;198;47,71;861;374;43,44;896;460;51,34;456;145;31,80;2628;1177;44,79;
PI;URUCUI;221120 - URUCUI;104;47;44,98;214;174;81,31;220;84;38,18;112;56;50,00;650;361;55,50;
PI;URUCUI;220170 - BERTOLINIA;26;11;42,31;54;35;64,81;58;47;81,03;29;7;23,73;167;100;59,70;
PI;URUCUI;221063 - SEBASTIAO LEAL;20;2;10,00;40;6;15,00;39;6;15,38;19;0;0,00;118;14;11,81;
PI;URUCUI;220080 - ANTONIO ALMEIDA;15;6;40,00;31;13;41,94;33;27;81,82;17;5;29,41;96;51;53,13;
PI;URUCUI;220890 - RIBEIRO GONCALVES;38;6;15,58;79;12;15,19;82;10;12,20;41;8;19,51;240;36;14,97;
PI;URUCUI;220115 - BAIXA GRANDE DO RIBEIRO;65;16;24,43;131;28;21,37;130;50;38,46;65;15;23,08;391;109;27,84;
PI;URUCUI;;269;88;32,65;549;268;48,82;562;224;39,86;284;91;32,04;1664;671;40,31;
PI;VALENCA;220470 - INHUMA;66;14;21,21;137;29;21,17;143;36;25,17;74;6;8,11;420;85;20,24;
PI;VALENCA;220090 - AROAZES;25;10;39,22;52;26;50,00;53;32;60,38;27;5;18,52;157;73;46,35;
PI;VALENCA;220810 - PIMENTEIRAS;55;28;50,45;117;53;45,30;123;49;39,84;63;19;30,16;358;149;41,56;
PI;VALENCA;220400 - FRANCINOPOLIS;25;6;23,53;53;19;35,85;55;22;40,00;28;13;46,43;161;60;37,15;
PI;VALENCA;221140 - VARZEA GRANDE;21;1;4,76;42;2;4,76;41;7;17,07;20;7;35,00;124;17;13,71;
PI;VALENCA;220350 - ELESBAO VELOSO;56;20;35,40;114;43;37,72;116;52;44,83;58;24;41,03;345;139;40,29;
PI;VALENCA;220559 - LAGOA DO SITIO;22;15;66,67;46;38;82,61;46;38;82,61;23;3;13,04;137;94;68,36;
PI;VALENCA;220860 - PRATA DO PIAUI;14;8;55,17;29;15;51,72;30;8;26,67;15;0;0,00;88;31;35,03;
PI;VALENCA;221130 - VALENCA DO PIAUI;84;20;23,81;171;77;45,03;175;48;27,43;88;16;18,08;518;161;31,05;
PI;VALENCA;220117 - BARRA D'ALCANTARA;19;13;66,67;41;28;68,29;43;36;83,72;22;9;40,91;125;86;68,53;
PI;VALENCA;220960 - SAO FELIX DO PIAUI;11;5;45,45;23;14;60,87;25;19;76,00;13;6;46,15;72;44;61,11;
PI;VALENCA;220690 - NOVO ORIENTE DO PIAUI;29;4;13,79;61;15;24,59;63;23;36,51;32;7;21,88;185;49;26,49;
PI;VALENCA;220915 - SANTA CRUZ DOS MILAGRES;18;8;44,44;38;16;42,11;41;16;39,02;21;0;0,00;118;40;33,76;
PI;VALENCA;221038 - SAO MIGUEL DA BAIXA GRANDE;9;2;21,05;18;7;38,89;18;7;38,89;8;9;105,88;54;25;46,30;
PI;VALENCA;;458;154;33,62;942;382;40,55;972;393;40,43;494;124;25,10;2866;1053;36,74;
PI;AMARANTE;220100 - ARRAIAL;23;6;26,09;49;16;32,65;53;10;18,87;27;7;25,45;152;39;25,57;
PI;AMARANTE;220050 - AMARANTE;78;14;17,83;167;35;20,96;177;51;28,81;91;18;19,67;514;118;22,96;
PI;AMARANTE;220140 - BARRO DURO;29;27;93,10;59;30;50,85;60;31;51,67;30;2;6,56;178;90;50,42;
PI;AMARANTE;220020 - AGUA BRANCA;86;26;30,06;177;78;44,07;181;88;48,62;91;42;46,15;535;234;43,70;
PI;AMARANTE;220630 - MIGUEL LEAO;6;5;83,33;13;8;61,54;14;10;71,43;7;1;14,29;40;24;60,00;
PI;AMARANTE;220880 - REGENERACAO;77;4;5,16;159;21;13,21;164;42;25,61;84;56;66,67;484;123;25,39;
PI;AMARANTE;220010 - AGRICOLANDIA;23;15;65,22;50;32;64,00;54;35;64,81;28;5;17,86;155;87;56,13;
PI;AMARANTE;220460 - HUGO NAPOLEAO;19;13;68,42;39;24;61,54;40;26;65,00;20;6;30,00;118;69;58,47;
PI;AMARANTE;220060 - ANGICAL DO PIAUI;31;26;83,87;66;58;87,88;71;58;81,69;37;8;21,62;205;150;73,17;
PI;AMARANTE;220525 - JARDIM DO MULATO;19;9;47,37;41;17;41,46;45;23;51,11;23;13;55,32;128;62;48,25;
PI;AMARANTE;220554 - LAGOINHA DO PIAUI;11;0;0,00;23;0;0,00;24;0;0,00;12;0;0,00;70;0;0,00;
PI;AMARANTE;221050 - SAO PEDRO DO PIAUI;68;16;23,53;138;44;31,88;139;38;27,34;70;13;18,57;415;111;26,75;
PI;AMARANTE;220710 - OLHO D'AGUA DO PIAUI;15;0;0,00;31;1;3,23;32;7;21,88;16;0;0,00;94;8;8,47;
PI;AMARANTE;220980 - SAO GONCALO DO PIAUI;23;2;8,51;50;4;8,00;55;2;3,64;28;1;3,51;157;9;5,73;
PI;AMARANTE;220775 - PASSAGEM FRANCA DO PIAUI;21;6;28,57;43;18;41,86;45;30;66,67;22;4;17,78;131;58;44,11;
PI;AMARANTE;220945 - SANTO ANTONIO DOS MILAGRES;11;7;60,87;23;16;69,57;23;8;34,78;11;9;78,26;69;40;57,97;
PI;AMARANTE;;542;176;32,44;1128;402;35,64;1177;459;39,00;601;185;30,76;3449;1222;35,43;
PI;CORRENTE;220440 - GILBUES;61;9;14,75;128;29;22,66;136;48;35,29;69;27;38,85;394;113;28,64;
PI;CORRENTE;220290 - CORRENTE;136;34;24,91;275;204;74,18;277;72;25,99;138;64;46,21;827;374;45,22;
PI;CORRENTE;220320 - CURIMATA;58;1;1,71;121;35;28,93;126;10;7,94;64;45;70,31;369;91;24,63;
PI;CORRENTE;220760 - PARNAGUA;58;24;41,03;119;44;36,97;121;68;56,20;61;20;32,79;359;156;43,39;
PI;CORRENTE;220885 - RIACHO FRIO;23;0;0,00;47;4;8,51;48;9;18,75;24;16;66,67;142;29;20,42;
PI;CORRENTE;220552 - JULIO BORGES;26;7;26,92;53;18;33,96;54;24;44,44;28;5;17,86;161;54;33,54;
PI;CORRENTE;220110 - AVELINO LOPES;56;4;7,14;114;21;18,42;114;44;38,60;57;10;17,39;341;79;23,13;
PI;CORRENTE;220920 - SANTA FILOMENA;36;15;41,67;75;23;30,67;78;46;58,97;40;5;12,50;229;89;38,86;
PI;CORRENTE;221062 - SEBASTIAO BARROS;17;0;0,00;36;1;2,78;38;2;5,26;19;5;25,64;111;8;7,21;
PI;CORRENTE;220130 - BARREIRAS DO PIAUI;20;5;25,00;40;9;22,50;39;16;41,03;19;3;15,79;118;33;27,97;
PI;CORRENTE;220300 - CRISTALANDIA DO PIAUI;42;1;2,38;80;2;2,50;76;8;10,53;36;5;13,70;234;16;6,82;
PI;CORRENTE;220660 - MONTE ALEGRE DO PIAUI;58;11;18,97;122;35;28,69;129;44;34,11;66;4;6,06;375;94;25,07;
PI;CORRENTE;220665 - MORRO CABECA NO TEMPO;24;1;4,08;51;3;5,88;51;7;13,73;26;5;19,23;152;16;10,49;
PI;CORRENTE;220975 - SAO GONCALO DO GURGUEIA;17;9;51,43;35;27;77,14;35;17;48,57;17;7;40,00;105;60;57,14;
PI;CORRENTE;;635;121;19,06;1296;455;35,11;1322;415;31,39;667;221;33,13;3920;1212;30,92;
PI;FLORIANO;220785 - PAVUSSU;17;9;51,43;37;17;45,95;39;20;51,28;20;3;15,00;113;49;43,17;
PI;FLORIANO;220390 - FLORIANO;241;30;12,45;497;44;8,85;512;264;51,56;263;85;32,32;1513;423;27,96;
PI;FLORIANO;220510 - ITAUEIRA;45;21;46,15;95;61;64,21;99;81;81,82;51;11;21,57;290;174;59,90;
PI;FLORIANO;220450 - GUADALUPE;46;12;26,09;95;35;36,84;99;61;61,62;51;19;37,25;291;127;43,64;
PI;FLORIANO;220530 - JERUMENHA;21;3;14,29;43;17;39,53;46;12;26,09;23;5;21,74;133;37;27,82;
PI;FLORIANO;220225 - CANAVIEIRA;19;1;5,26;38;2;5,26;38;2;5,26;18;1;5,41;113;6;5,29;
PI;FLORIANO;220560 - LANDRI SALES;24;16;66,67;49;35;71,43;50;49;98,00;24;10;40,82;147;110;74,58;
PI;FLORIANO;220590 - MANOEL EMIDIO;26;26;98,11;57;36;63,16;62;75;120,97;32;23;71,88;177;160;90,14;
PI;FLORIANO;220360 - ELISEU MARTINS;18;10;54,05;39;16;41,03;42;17;40,48;21;6;27,91;121;49;40,50;
PI;FLORIANO;220600 - MARCOS PARENTE;18;5;27,78;38;7;18,42;41;8;19,51;21;3;13,95;118;23;19,41;
PI;FLORIANO;220380 - FLORES DO PIAUI;21;12;55,81;43;28;65,12;43;37;86,05;21;8;37,21;129;85;65,89;
PI;FLORIANO;220410 - FRANCISCO AYRES;17;0;0,00;37;1;2,70;39;1;2,56;20;1;4,88;114;3;2,63;
PI;FLORIANO;220670 - NAZARE DO PIAUI;34;14;40,58;73;29;39,73;77;33;42,86;40;5;12,50;224;81;36,08;
PI;FLORIANO;220275 - COLONIA DO GURGUEIA;31;23;74,19;66;37;56,06;70;35;50,00;36;14;38,36;203;109;53,56;
PI;FLORIANO;220900 - RIO GRANDE DO PIAUI;29;19;65,52;61;23;37,70;63;58;92,06;32;4;12,31;185;104;56,06;
PI;FLORIANO;220855 - PORTO ALEGRE DO PIAUI;14;4;27,59;30;12;40,00;31;23;74,19;15;5;32,26;91;44;48,35;
PI;FLORIANO;220970 - SAO FRANCISCO DO PIAUI;35;4;11,27;71;17;23,94;71;18;25,35;35;6;17,14;212;45;21,18;
PI;FLORIANO;;660;209;31,64;1369;417;30,46;1422;794;55,84;727;209;28,73;4179;1629;38,98;
PI;PARNAIBA;220270 - COCAL;146;53;36,18;301;126;41,86;308;139;45,13;156;53;33,97;911;371;40,70;
PI;PARNAIBA;220265 - CAXINGO;30;9;30,00;61;14;22,95;63;19;30,16;31;10;31,75;185;52;28,03;
PI;PARNAIBA;220770 - PARNAIBA;629;229;36,38;1307;573;43,84;1361;591;43,42;700;301;43,00;3997;1694;42,38;
PI;PARNAIBA;220465 - ILHA GRANDE;46;0;0,00;93;0;0,00;94;11;11,70;47;9;19,15;280;20;7,14;
PI;PARNAIBA;220570 - LUIS CORREIA;137;15;10,95;280;40;14,29;286;55;19,23;145;37;25,43;848;147;17,32;
PI;PARNAIBA;220272 - COCAL DOS ALVES;30;0;0,00;60;0;0,00;58;0;0,00;29;1;3,45;177;1;0,56;
PI;PARNAIBA;220200 - BURITI DOS LOPES;96;9;9,38;197;24;12,18;203;36;17,73;103;34;33,01;599;103;17,20;
PI;PARNAIBA;220208 - CAJUEIRO DA PRAIA;36;12;33,33;75;41;54,67;77;36;46,75;38;22;57,14;226;111;49,01;
PI;PARNAIBA;220253 - CARAUBAS DO PIAUI;31;7;22,58;64;19;29,69;66;17;25,76;33;4;12,12;194;47;24,23;
PI;PARNAIBA;220669 - MURICI DOS PORTELAS;48;10;20,62;102;11;10,78;109;6;5,50;56;11;19,64;315;38;12,04;
PI;PARNAIBA;220191 - BOM PRINCIPIO DO PIAUI;29;12;40,68;61;14;22,95;64;22;34,38;32;11;33,85;187;59;31,55;
PI;PARNAIBA;;1260;356;28,25;2601;862;33,14;2689;932;34,66;1372;493;35,93;7922;2643;33,36;
PI;PIRIPIRI;220790 - PEDRO II;194;177;91,00;405;281;69,38;421;384;91,21;215;81;37,67;1235;923;74,71;
PI;PIRIPIRI;220840 - PIRIPIRI;271;132;48,62;569;289;50,79;596;274;45,97;308;171;55,52;1744;866;49,64;
PI;PIRIPIRI;220196 - BRASILEIRA;37;17;45,95;77;48;62,34;81;75;92,59;41;9;21,69;236;149;63,00;
PI;PIRIPIRI;220830 - PIRACURUCA;133;34;25,56;286;151;52,80;309;19;6,15;161;75;46,58;889;279;31,38;
PI;PIRIPIRI;220635 - MILTON BRANDAO;38;10;25,97;80;17;21,25;84;17;20,24;43;0;0,00;245;44;17,92;
PI;PIRIPIRI;220342 - DOMINGOS MOURAO;23;11;47,83;49;22;44,90;51;37;72,55;26;7;26,92;149;77;51,68;
PI;PIRIPIRI;220240 - CAPITAO DE CAMPOS;53;23;42,99;107;60;56,07;106;59;55,66;53;14;26,42;319;156;48,83;
PI;PIRIPIRI;221005 - SAO JOSE DO DIVINO;23;10;42,55;48;15;31,25;48;13;27,08;24;8;32,65;144;46;31,94;
PI;PIRIPIRI;220987 - SAO JOAO DA FRONTEIRA;35;32;91,43;71;83;116,90;72;72;100,00;36;6;16,44;214;193;89,98;
PI;PIRIPIRI;220557 - LAGOA DE SAO FRANCISCO;39;13;33,33;81;24;29,63;84;23;27,38;42;3;7,14;246;63;25,61;
PI;PIRIPIRI;;848;459;54,10;1773;990;55,84;1852;973;52,54;950;374;39,35;5424;2796;51,55;
PI;TERESINA;220040 - ALTOS;172;90;52,17;360;139;38,61;376;194;51,60;193;40;20,67;1102;463;42,01;
PI;TERESINA;221110 - UNIAO;209;23;10,98;430;81;18,84;443;115;25,96;225;48;21,29;1308;267;20,41;
PI;TERESINA;220672 - NAZARIA;39;10;25,64;81;29;35,80;84;15;17,86;42;3;7,06;246;57;23,12;
PI;TERESINA;221100 - TERESINA;3265;1179;36,11;6771;2363;34,90;7055;2593;36,75;3635;855;23,52;20726;6990;33,72;
PI;TERESINA;220750 - PALMEIRAIS;74;0;0,00;155;0;0,00;160;6;3,75;81;2;2,45;471;8;1,70;
PI;TERESINA;220779 - PAU D'ARCO;20;5;25,00;42;11;26,19;43;25;58,14;21;11;51,16;126;52;41,11;
PI;TERESINA;220160 - BENEDITINOS;47;21;44,68;98;35;35,71;103;45;43,69;52;11;20,95;300;112;37,27;
PI;TERESINA;220325 - CURRALINHOS;20;5;24,39;44;14;31,82;47;17;36,17;24;6;25,00;135;42;31,00;
PI;TERESINA;220555 - LAGOA ALEGRE;41;11;26,51;87;8;9,20;91;19;20,88;46;5;10,75;266;43;16,17;
PI;TERESINA;220620 - MIGUEL ALVES;184;10;5,43;383;28;7,31;400;34;8,50;204;20;9,80;1171;92;7,86;
PI;TERESINA;220640 - MONSENHOR GIL;47;22;46,81;97;48;49,48;101;82;81,19;52;36;69,23;297;188;63,30;
PI;TERESINA;220330 - DEMERVAL LOBAO;59;39;65,55;125;117;93,60;133;63;47,37;68;13;18,98;386;232;60,10;
PI;TERESINA;220558 - LAGOA DO PIAUI;18;18;100,00;37;33;89,19;40;46;115,00;20;11;55,00;115;108;93,91;
PI;TERESINA;220550 - JOSE DE FREITAS;167;42;25,07;348;68;19,54;362;116;32,04;185;26;14,05;1062;252;23,72;
PI;TERESINA;;4365;1475;33,79;9058;2974;32,83;9438;3370;35,71;4852;1087;22,40;27714;8906;32,14;
PI;BOM JESUS;220323 - CURRAIS;24;8;33,33;49;19;38,78;51;15;29,41;25;13;50,98;149;55;36,79;
PI;BOM JESUS;220190 - BOM JESUS;119;52;43,51;241;129;53,53;244;129;52,87;122;46;37,55;727;356;48,97;
PI;BOM JESUS;220930 - SANTA LUZ;29;18;61,02;58;33;56,90;58;30;51,72;28;9;32,14;173;90;51,87;
PI;BOM JESUS;220310 - CRISTINO CASTRO;51;28;54,90;106;63;59,43;110;62;56,36;56;22;38,94;323;175;54,10;
PI;BOM JESUS;220740 - PALMEIRA DO PIAUI;24;0;0,00;51;0;0,00;53;0;0,00;27;0;0,00;156;0;0,00;
PI;BOM JESUS;220045 - ALVORADA DO GURGUEIA;27;5;18,18;54;8;14,81;52;8;15,38;26;3;11,54;159;24;15,05;
PI;BOM JESUS;220870 - REDENCAO DO GURGUEIA;48;12;25,00;98;35;35,71;100;55;55,00;51;25;49,02;297;127;42,76;
PI;BOM JESUS;;324;123;37,96;657;287;43,68;668;299;44,76;337;118;35,01;1986;827;41,64;
PI;FRONTEIRAS;220820 - PIO IX;83;54;65,06;174;91;52,30;181;94;51,93;93;35;37,43;531;274;51,55;
PI;FRONTEIRAS;221070 - SIMOES;75;34;45,33;154;92;59,74;158;70;44,30;80;22;27,50;467;218;46,68;
PI;FRONTEIRAS;220430 - FRONTEIRAS;51;19;36,89;106;36;33,96;110;68;61,82;55;27;48,65;323;150;46,44;
PI;FRONTEIRAS;221030 - SAO JULIAO;25;10;40,00;53;20;37,74;57;23;40,35;29;5;16,95;164;58;35,26;
PI;FRONTEIRAS;220595 - MARCOLANDIA;42;5;11,76;88;42;47,73;92;25;27,17;46;22;47,31;269;94;34,94;
PI;FRONTEIRAS;220720 - PADRE MARCOS;30;17;56,67;64;35;54,69;69;34;49,28;36;10;27,78;199;96;48,24;
PI;FRONTEIRAS;220157 - BELEM DO PIAUI;14;3;21,43;29;3;10,34;30;8;26,67;15;3;19,35;88;17;19,21;
PI;FRONTEIRAS;220415 - FRANCISCO MACEDO;14;7;50,00;29;13;44,83;30;19;63,33;15;2;12,90;88;41;46,33;
PI;FRONTEIRAS;220027 - ALEGRETE DO PIAUI;22;7;31,11;46;11;23,91;47;33;70,21;24;11;45,83;139;62;44,44;
PI;FRONTEIRAS;220025 - ALAGOINHA DO PIAUI;30;21;70,00;60;28;46,67;61;32;52,46;30;3;9,84;181;84;46,28;
PI;FRONTEIRAS;221160 - VILA NOVA DO PIAUI;11;3;26,09;25;9;36,00;28;17;60,71;14;3;20,69;79;32;40,51;
PI;FRONTEIRAS;220209 - CALDEIRAO GRANDE DO PIAUI;30;23;76,67;62;41;66,13;64;54;84,38;32;11;34,38;188;129;68,62;
PI;FRONTEIRAS;;429;203;47,32;890;421;47,30;927;477;51,46;473;154;32,56;2719;1255;46,16;
PI;PAULISTANA;220005 - ACAUA;34;2;5,80;71;3;4,23;74;6;8,11;37;12;32,00;217;23;10,60;
PI;PAULISTANA;220780 - PAULISTANA;106;42;39,62;212;113;53,30;211;113;53,55;105;40;38,10;634;308;48,58;
PI;PAULISTANA;220865 - QUEIMADA NOVA;43;25;58,14;89;47;52,81;93;68;73,12;47;18;37,89;272;158;57,98;
PI;PAULISTANA;220777 - PATOS DO PIAUI;26;3;11,32;55;20;36,36;56;18;32,14;28;6;21,43;165;47;28,40;
PI;PAULISTANA;220173 - BETANIA DO PIAUI;35;19;54,29;72;41;56,94;75;48;64,00;37;12;32,43;219;120;54,79;
PI;PAULISTANA;220255 - CARIDADE DO PIAUI;26;12;46,15;50;31;62,00;48;24;50,00;23;12;51,06;147;79;53,56;
PI;PAULISTANA;220515 - JACOBINA DO PIAUI;26;2;7,55;53;7;13,21;53;20;37,74;27;3;11,11;159;32;20,06;
PI;PAULISTANA;220280 - CONCEICAO DO CANINDE;21;11;52,38;45;24;53,33;49;23;46,94;25;5;19,61;140;63;44,84;
PI;PAULISTANA;220327 - CURRAL NOVO DO PIAUI;27;5;18,18;57;16;28,07;60;13;21,67;30;24;78,69;175;58;33,14;
PI;PAULISTANA;220965 - SAO FRANCISCO DE ASSIS DO PIAUI;30;5;16,39;62;15;24,19;63;11;17,46;31;4;12,70;187;35;18,72;
PI;PAULISTANA;;376;126;33,47;766;317;41,38;782;344;43,99;393;136;34,61;2317;923;39,83;
PI;CAMPO MAIOR;220273 - COIVARAS;17;3;17,65;35;2;5,71;37;4;10,81;18;0;0,00;107;9;8,37;
PI;CAMPO MAIOR;220030 - ALTO LONGA;54;13;24,07;114;15;13,16;120;10;8,33;62;12;19,35;350;50;14,29;
PI;CAMPO MAIOR;220220 - CAMPO MAIOR;182;30;16,44;379;102;26,91;395;151;38,23;202;55;27,16;1159;338;29,16;
PI;CAMPO MAIOR;220271 - COCAL DE TELHA;22;12;54,55;46;35;76,09;48;44;91,67;24;10;40,82;140;101;71,89;
